who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
39357240,List of Governors-General of Grenada,Governor-General of Grenada,2013-05-07,,Q380137,Carlyle Glean,,,0
