who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
71123802,Prime Minister of Grenada,Prime Minister of Grenada,2022-06-24,,Q370110,Keith Mitchell,,,0
71123802,National Democratic Congress (Grenada),Leader of the National Democratic Congress,2021-10-31,,Franka Bernardine,Franka Bernardine,,,1
71123802,,Member of Parliament for St. David,2022-06-23,,,Oliver Joseph,,,2
