pageid,title,wikidata,label
20096485,Karl Hood,Q6371912,Karl Hood
39357240,Cécile La Grenade,Q11964294,Cécile La Grenade
71123802,Dickon Mitchell,Q112679881,Dickon Mitchell
71495411,Claudette Joseph,Q113486116,Claudette Joseph
