item,itemLabel,position,positionLabel,startDate,endDate,source,sourceDate,psid
Q112679881,Hon. Dickon Mitchell,Q30100613,Prime Minister of Grenada,2022-06-24,,https://www.gov.gd/index.php/government/cabinet-ministers,2022-10-20,Q112679881-05d91c89-4e68-f25e-d6c6-bd55624a6f07
Q112679881,Hon. Dickon Mitchell,Q114773807,Minister for Finance,2022-06-29,,https://www.gov.gd/index.php/government/cabinet-ministers,2022-10-20,Q112679881-464592B1-3AF8-4AAD-94DE-466F05E5EF5A
Q112679881,Hon. Dickon Mitchell,Q114773812,"Minister for National Security, Home Affairs, Public Administration, Information and Disaster Management",2022-06-29,,https://www.gov.gd/index.php/government/cabinet-ministers,2022-10-20,Q112679881-D21097F7-3B82-47EC-9666-C4EA41C044A0
Q113486116,Senator the Hon. Claudette Joseph,Q114773810,"Minister for Legal Affairs, Labour and Consumer Affairs",2022-06-29,,https://www.gov.gd/index.php/government/cabinet-ministers,2022-10-20,Q113486116-2A0FD669-0C53-498B-A0F5-9AD6ACD96BF5
Q113486116,Senator the Hon. Claudette Joseph,Q22091831,Attorney General of Grenada,2022-06-29,,https://www.gov.gd/index.php/government/cabinet-ministers,2022-10-20,Q113486116-AC99F7FE-4589-40AA-A245-F7F91A69AFCD
Q113555132,Hon. Joseph Andall,Q18345267,"Minister for Foreign Affairs, Trade and Export Development",2022-07-01,,https://www.gov.gd/index.php/government/cabinet-ministers,2022-10-20,Q113555132-8fbe4f71-4555-05a4-a167-4acf3499c001
Q114773822,Senator the Hon. Adrain A. Thomas,Q114773814,"Minister of State with responsibility for Agriculture and Lands, Fisheries & Cooperatives",2022-06-29,,https://www.gov.gd/index.php/government/cabinet-ministers,2022-10-20,Q114773822-2F7D71F6-A83A-4D1F-9488-F7EF0615F59A
Q114773823,Hon. Andy Williams,Q114773811,"Minister for Mobilisation, Implementation and Transformation",2022-06-29,,https://www.gov.gd/index.php/government/cabinet-ministers,2022-10-20,Q114773823-DD666597-3F98-4A00-BDB5-D2ED50F6265C
Q114773824,Senator the Hon. David E. Andrew,Q114773806,"Minister for Education, Youth, Sports and Culture with responsibility for Education",2022-06-29,,https://www.gov.gd/index.php/government/cabinet-ministers,2022-10-20,Q114773824-08621A6F-2195-4CEE-825D-534FCD39A76A
Q114773825,Hon. Dennis Cornwall,Q114773809,"Minister for Infrastructure and Physical Development, Public Utilities, Civil Aviation and Transportation",2022-06-29,,https://www.gov.gd/index.php/government/cabinet-ministers,2022-10-20,Q114773825-75DD7EB2-EB83-49AF-AECD-44B529714D51
Q114773826,Senator the Hon. Gayton J. LaCrette,Q114773808,"Minister for Health, Wellness and Religious Affairs",2022-06-29,,https://www.gov.gd/index.php/government/cabinet-ministers,2022-10-20,Q114773826-9CF9C212-1FA9-4F70-9F4D-163B37AD9E31
Q114773827,Senator the Hon. Gloria A. Thomas,Q114773815,Minister of State with responsibility for Social Development and Gender Affairs,2022-06-29,,https://www.gov.gd/index.php/government/cabinet-ministers,2022-10-20,Q114773827-320FC742-1B16-46AE-AACC-F4A4BE5139F7
Q114773828,Hon. Kerryne Z. James,Q114773804,"Minister for Climate Resilience, the Environment and Renewable Energy",2022-06-29,,https://www.gov.gd/index.php/government/cabinet-ministers,2022-10-20,Q114773828-88AAC8C9-6137-48D0-8178-6E2D9DC49E1B
Q114773830,Hon. Lennox J. Andrews,Q114773805,"Minister for Economic Development, Planning, Tourism and ICT, Creative Economy, Agriculture and Lands, Fisheries and Cooperatives with responsibility for Economic Development, Planning, Tourism, ICT and Creative Economy",2022-06-29,,https://www.gov.gd/index.php/government/cabinet-ministers,2022-10-20,Q114773830-58012A73-499F-41DC-8178-709D80B9EAAD
Q114773831,Hon. Phillip A. Telesford,Q114773813,"Minister for Social and Community Development, Housing and Gender Affairs with responsibility for Community Development and Housing",2022-06-29,,https://www.gov.gd/index.php/government/cabinet-ministers,2022-10-20,Q114773831-FD21A603-0485-4CBD-B697-46B5DBC8A4AC
Q114773832,Hon. Ron L. Redhead,Q114773816,"Minister of State with responsibility for Youth, Sports and Culture",2022-06-29,,https://www.gov.gd/index.php/government/cabinet-ministers,2022-10-20,Q114773832-707718F1-068F-4FCE-8C91-6820CA8ACF60
Q114773833,Hon. Tevin Andrews,Q114773674,Minister for Carriacou and Petite Martinique Affairs and Local Government,2022-06-29,,https://www.gov.gd/index.php/government/cabinet-ministers,2022-10-20,Q114773833-4E5C9BA3-5DC8-4E5C-A9FA-F4DF0020BFF7
